x,y
-8.43,-6.15
2.82,7.97
-9.87,-23.46
-5.32,-7.01
-4.11,-0.89
1.62,5.75
-6.42,-7.77
2.06,-0.08
-9.73,-11.50
2.64,5.15
5.40,10.87
1.43,9.42
-6.92,-9.55
0.85,-1.96
-4.26,-2.26
-6.75,-10.73
1.18,4.25
4.60,4.81
8.95,20.65
0.60,6.42
-8.98,-8.44
5.27,9.22
1.22,4.52
6.21,6.91
8.92,21.56
-3.57,-5.05
-6.99,-6.32
-2.11,0.91
6.85,19.02
-2.95,0.23
8.24,16.56
0.30,5.00
-6.87,-6.46
-0.06,2.41
-3.80,1.25
-6.52,-6.94
8.46,10.68
1.66,5.29
-0.99,-0.55
6.13,11.66
7.54,13.12
8.90,21.28
5.34,9.59
9.61,14.90
6.38,10.52
8.62,19.37
-3.63,4.13
-6.48,0.01
6.79,13.05
-2.90,-1.21
0.45,8.76
-2.93,-3.76
-3.49,-4.43
-3.39,0.53
4.20,7.06
0.53,8.01
-1.54,4.77
0.82,1.54
-8.39,-2.10
-8.52,-9.44
4.84,13.40
-7.21,-12.38
-5.59,-8.56
-5.69,-3.33
-5.66,-6.10
9.91,20.41
5.39,13.48
6.87,18.31
-9.67,-1.48
2.85,11.98
-4.42,-5.10
2.21,5.31
0.24,4.77
5.62,5.87
9.87,23.17
3.94,9.06
-4.90,-4.59
4.21,11.25
8.53,14.71
-6.09,-2.92
-9.39,-6.59
-9.29,-10.83
6.78,15.30
0.78,1.79
5.77,13.12
-3.22,-6.20
-4.76,-2.42
-7.79,-7.87
3.95,8.28
6.12,11.47
-0.21,2.84
-1.53,3.41
8.14,21.04
-6.29,-1.56
4.55,8.80
8.22,8.15
7.31,14.22
8.16,21.47
-3.51,-3.87
-5.88,-2.50
9.75,22.54
-1.58,-2.27
4.94,4.30
-4.40,-4.20
7.97,20.83
-8.33,-8.13
-5.55,-8.32
-0.61,2.56
-2.20,-6.85
-6.96,-6.21
-3.69,-5.41
3.93,8.15
3.05,3.81
-8.80,-16.69
2.49,5.41
-0.32,0.89
-0.70,-0.89
9.91,28.16
-9.92,-17.28
-3.11,-2.43
3.18,15.21
9.82,10.78
-9.49,-12.50
-2.35,0.91
3.73,9.80
3.08,7.34
-8.51,-7.54
8.72,25.76
-3.02,2.94
-8.42,-5.90
-3.84,-1.78
-8.45,-9.12
-7.97,-10.07
-5.90,-4.66
3.69,12.60
-1.58,5.48
8.48,22.65
5.10,8.04
8.09,15.65
-7.42,-11.62
7.28,14.91
4.45,8.75
6.17,11.36
-7.63,-11.85
-1.22,-0.27
-4.05,-9.16
9.37,15.87
1.35,-1.37
6.57,15.14
7.99,14.44
0.15,1.17
8.26,17.84
-6.56,-10.86
-9.68,-14.24
2.00,9.05
4.26,7.63
-4.89,-2.78
-0.07,4.84
1.61,-0.18
-6.71,-8.14
8.44,17.22
5.00,10.97
2.03,6.59
7.79,16.03
2.31,5.51
-7.53,-5.89
-4.53,-2.94
6.47,9.38
3.81,9.07
-7.60,-5.27
-6.36,-3.60
9.99,15.36
2.84,9.24
-4.60,-1.05
-2.95,-3.87
4.69,9.79
6.80,11.77
1.32,3.19
4.97,11.10
-6.97,1.04
1.16,4.97
-3.35,-7.84
-4.55,2.76
5.68,9.20
3.72,8.19
-1.89,-4.41
-7.99,-10.77
5.37,9.69
-7.61,-8.31
-0.69,5.34
0.75,6.15
6.33,15.10
9.44,15.29
-0.91,-1.54
1.08,-1.80
-8.20,-13.14
9.72,19.05
-1.01,7.12
-2.41,-3.19
-9.11,-14.20
-8.21,-14.74
5.46,10.61
7.16,15.91
-7.34,-7.05
5.25,8.25
7.73,19.89
-5.45,-10.16
2.47,9.90
6.06,16.52
6.71,12.69
-7.72,-7.80
1.89,11.82
8.56,11.25
-8.82,-5.65
6.94,13.33
5.77,11.47
-6.59,-6.32
-3.89,-4.47
-0.75,5.80
1.42,6.15
7.13,13.06
-1.88,-1.85
0.10,5.91
0.11,6.74
9.83,18.96
-2.51,6.57
6.00,8.00
6.14,10.26
3.20,8.29
-4.66,0.26
7.16,22.40
0.92,3.45
3.49,8.85
6.54,18.14
-8.03,-7.91
0.70,3.05
6.52,11.79
-8.47,-8.35
-3.56,-0.78
0.34,5.47
2.80,9.55
-3.88,-0.93
-6.05,-6.96
-4.35,-9.00
1.31,4.08
-1.74,5.37
-7.56,-8.45
-0.33,4.86
2.38,5.88
8.40,13.09
-8.18,-12.11
-8.52,-13.84
-3.45,-2.99
6.18,11.71
-9.17,-12.95
5.35,8.67
-8.36,-6.83
-7.26,-10.12
1.67,8.07
2.14,7.73
3.98,12.84
6.74,22.61
-6.49,-10.19
7.87,15.46
0.27,3.39
-9.36,-6.95
-6.09,-6.15
-8.95,-8.87
-4.41,-2.55
1.44,8.94
-1.88,3.06
1.78,4.22
9.53,18.65
-1.67,4.65
-0.06,3.15
-3.21,0.51
-7.59,-5.18
2.64,11.88
2.34,7.67
7.52,17.52
7.51,21.57
-1.99,-3.03
3.04,12.37
7.67,17.63
2.95,7.55
-1.69,2.05
2.98,1.89
0.24,5.61
-2.49,0.76
-3.27,-7.77
7.58,16.83
-6.03,-5.19
-1.82,3.05
-5.30,-10.00
1.28,5.26
6.06,4.68
-8.68,-13.22
-4.80,-10.09
-6.53,-13.29
9.17,15.63
5.20,10.52
0.17,4.74
-9.32,-2.47
0.79,1.34
2.31,-1.11
7.68,15.06
-0.69,1.41
3.74,12.87
-2.55,0.73
3.44,9.91
-4.81,-0.54
-3.71,-3.97
4.77,16.29
7.08,17.05
2.49,5.01
-2.76,-2.98
-7.51,-10.69
-8.63,-7.59
7.43,11.23
-2.84,2.81
-4.80,-5.31
-1.72,-3.36
-7.51,-8.11
9.32,14.29
2.30,7.73
-0.25,2.12
-0.60,-3.14
-3.19,-2.62
-3.40,-2.65
-8.04,-8.41
-6.19,-3.70
7.47,14.91
7.14,10.62
4.63,7.29
-2.26,1.59
-5.28,-6.35
-3.48,2.59
3.27,10.64
-5.48,-4.64
7.91,15.44
-9.12,-17.14
4.56,7.63
4.29,9.04
9.99,18.15
8.14,17.49
7.56,6.91
-0.24,3.66
-8.00,-8.81
4.64,8.02
-1.17,-0.21
9.60,16.35
-7.42,-6.88
8.62,19.62
-2.91,4.38
-5.81,-6.18
-7.52,-3.45
-3.00,0.42
9.16,7.12
1.77,6.18
4.44,9.59
-5.75,-1.43
-0.50,-0.97
1.83,5.31
7.75,18.58
2.81,4.01
-6.62,-9.59
-9.79,-14.65
-8.64,-10.17
5.15,13.76
7.25,8.73
-6.47,-10.64
-9.23,-17.01
-8.75,-4.83
3.26,3.92
5.32,10.06
8.44,14.48
8.28,14.12
-6.19,-2.80
-4.65,-0.86
2.48,8.65
-5.35,-0.70
-1.25,-0.01
-5.90,-1.32
-3.91,-9.70
-1.60,0.62
5.34,9.98
-5.80,-11.25
8.16,12.60
5.27,20.59
7.88,16.79
-0.45,2.00
8.19,9.57
6.15,13.10
-6.76,-9.78
-0.17,3.19
8.32,18.65
2.34,8.61
6.15,9.14
-8.29,-7.85
-8.21,-9.15
0.93,-1.32
-6.68,-4.31
-7.64,-8.10
-8.79,-17.92
-5.15,-2.35
-0.26,5.24
2.80,1.23
3.53,9.10
0.38,6.26
7.51,18.09
1.59,3.53
0.34,1.95
7.32,18.22
3.61,11.55
0.97,-0.91
1.29,6.81
3.86,2.24
-9.17,-8.18
4.06,5.00
4.48,6.18
-2.79,4.09
-6.37,-0.46
-5.85,6.60
-5.15,-10.10
-7.57,-8.52
4.33,9.07
-8.44,-14.82
4.27,7.02
-9.08,-11.35
-9.85,-3.05
-1.62,-6.24
-3.76,0.98
4.60,10.15
8.44,16.07
-8.73,-12.79
-3.53,4.00
-9.53,-6.62
1.18,1.87
0.56,0.64
-0.42,3.69
4.44,8.75
-2.50,3.92
-3.15,-3.78
-4.61,-4.61
-5.64,-7.96
-4.17,-5.21
-0.57,4.22
6.59,10.44
-8.74,-8.45
3.99,13.10
-9.39,-9.91
-0.87,2.92
-7.38,-7.08
5.39,7.29
2.28,7.52
-8.76,-6.39
-7.11,-12.62
3.30,6.83
2.00,5.18
-9.61,-9.99
-6.90,-12.83
9.29,21.46
-6.69,-5.25
0.35,3.08
-8.16,-8.43
8.17,10.17
0.45,6.35
-8.81,-14.83
-1.54,2.56
1.68,13.77
-3.42,-4.30
5.70,10.96
3.48,9.47
7.04,12.50
3.10,7.04
-2.43,-2.81
5.61,8.86
7.11,11.68
1.81,4.60
-6.55,-9.07
-6.76,-10.88
-7.37,-9.62
-3.96,-1.32
-9.94,-3.78
4.95,10.80
-7.47,-1.64
4.71,4.17
-9.49,-10.44
2.48,4.67
-9.74,-5.25
-4.48,-3.23
-2.43,3.79
5.92,13.56
6.89,16.52
-6.01,-6.72
8.22,10.99
-1.56,1.62
7.95,14.42
-1.32,2.28
-1.50,-0.13
-6.89,-6.84
-6.06,-0.95
-0.90,3.75
-6.46,-4.41
2.43,3.48
-8.62,-11.30
1.59,6.65
2.77,5.97
6.51,14.99
1.21,6.89
8.13,18.86
0.13,4.50
-4.01,-0.96
-3.99,-2.23
-3.61,-2.63
-0.53,2.81
3.09,3.98
-3.53,-7.12
-6.96,-2.05
-3.12,-0.25
5.94,11.72
6.51,14.17
1.67,2.21
9.43,12.30
8.46,14.51
-0.78,8.54
7.79,13.12
-2.31,0.65
-7.47,-6.60
1.67,9.94
0.44,7.48
8.24,15.81
2.09,9.40
-4.75,-3.51
-9.58,-10.86
-3.76,-5.79
-2.67,1.75
9.49,15.70
-8.93,-8.44
5.13,12.29
-4.85,-6.46
8.04,19.33
-0.27,-0.63
-8.12,-6.12
-5.56,-0.73
-1.31,-6.49
-5.51,-3.92
9.68,20.94
9.31,10.92
-7.73,-6.87
6.59,10.10
-1.36,0.90
-9.87,-14.12
8.77,19.55
4.45,8.71
-6.07,-8.88
8.11,13.04
-8.87,-10.03
-3.91,-2.34
-6.21,-6.91
2.01,9.05
-9.37,-8.10
9.52,17.50
6.89,19.88
-8.20,-10.46
-7.46,-9.89
6.53,15.08
-2.21,5.21
3.86,4.16
5.73,17.61
-6.21,-10.69
-5.72,-5.41
8.06,11.88
-5.13,-0.43
7.43,12.58
-3.13,-3.19
-1.14,0.62
5.83,15.29
-3.19,-1.43
-0.86,-3.72
3.20,11.77
7.74,13.09
-4.38,-6.51
3.81,10.64
-1.42,1.40
-9.54,-14.36
-3.73,-2.65
-4.39,-7.47
-1.61,-1.91
-5.34,-8.45
-0.08,1.25
6.23,15.36
-5.09,-6.24
2.14,5.61
2.60,7.56
0.67,4.51
4.52,4.00
7.62,10.56
-9.37,-7.33
4.08,8.32
-1.28,-1.39
0.99,6.90
-2.85,-6.41
6.82,15.11
3.14,9.31
-7.52,-11.64
-6.67,-7.01
-9.97,-12.82
-0.66,-1.58
-8.50,-9.78
-9.17,-10.51
8.25,13.35
4.54,8.38
-9.56,-15.91
6.91,12.44
-2.80,1.27
9.71,20.20
-9.32,-14.50
-2.67,-2.51
6.27,9.66
3.59,7.52
2.54,3.59
1.90,4.64
-3.64,-3.87
-7.67,-4.18
3.94,11.43
4.35,10.67
2.18,2.08
-9.79,-5.54
-0.18,3.21
7.33,10.57
0.57,10.81
-3.22,-2.67
-4.11,-3.12
3.60,2.97
-1.73,6.44
9.83,12.20
2.94,5.01
3.38,5.05
0.37,5.49
8.05,17.97
-1.65,0.63
4.13,8.78
-1.48,2.23
9.73,20.79
0.61,7.13
5.16,7.47
2.83,5.96
8.57,19.30
6.63,14.59
-1.16,1.18
9.83,9.60
-0.44,4.58
-2.32,0.38
-3.47,-4.13
-4.29,-3.67
-2.62,-6.50
0.71,-2.45
7.98,17.10
-0.94,1.80
3.72,8.94
-4.69,-4.52
-1.47,-2.38
-1.82,2.52
-2.31,-1.99
-6.61,-13.41
0.29,1.04
8.47,17.66
-3.29,-2.29
9.92,21.34
-8.98,-16.46
-9.30,-6.01
9.81,20.34
9.10,24.03
-6.69,-8.25
-6.22,-1.99
-3.60,-6.99
-9.74,-11.68
-4.11,0.88
2.24,4.55
4.21,11.01
0.59,2.69
2.61,7.32
-4.81,-0.56
-6.02,-4.92
6.61,12.78
-1.35,0.98
2.47,3.08
9.23,17.28
-8.07,-14.54
-9.09,-9.09
-1.15,-0.15
-2.71,-1.63
2.71,8.83
-0.76,-4.32
5.80,13.64
2.10,4.42
6.89,12.88
-0.80,0.66
1.43,7.14
4.60,9.16
-5.50,-4.06
6.27,14.92
-6.61,-13.70
-6.24,-6.11
6.38,15.45
0.19,1.44
-1.76,-1.03
-7.45,-13.89
-5.22,3.58
-3.16,3.25
2.38,12.96
-8.73,-4.16
-9.72,-8.17
-3.27,-2.30
9.32,18.03
8.98,13.00
-1.48,-0.94
-2.03,0.79
4.42,16.07
8.83,23.63
2.71,3.94
3.07,11.83
7.42,17.34
3.41,3.95
4.76,11.41
-3.34,-0.52
2.67,8.06
3.74,9.52
-1.53,-3.54
-5.19,-5.72
-4.94,-3.66
0.47,6.45
-5.98,0.35
7.79,16.78
-8.72,-11.33
0.56,-4.01
3.73,11.26
-2.09,-3.19
2.29,5.08
8.60,14.48
7.58,13.96
2.28,4.78
7.93,19.17
-9.91,-18.25
7.64,18.82
2.90,6.72
-5.85,-12.37
7.68,11.62
8.06,14.95
2.81,6.06
-5.95,-2.53
0.14,0.35
3.85,4.17
6.91,23.14
-5.20,-3.53
1.30,3.28
5.50,8.17
9.41,19.31
6.40,17.52
1.11,2.51
-0.19,-0.58
-9.51,-16.70
-0.19,0.67
-3.74,-6.88
6.85,11.61
-4.81,-0.08
0.62,1.42
1.50,1.05
-3.76,-6.94
-5.98,-7.52
9.66,15.67
-7.41,-10.56
9.70,17.95
-3.68,-3.23
9.93,15.86
-0.21,2.19
-4.75,-1.12
-1.37,-0.74
-0.86,1.76
9.52,18.41
6.69,14.20
-4.86,-1.60
5.67,14.35
3.71,11.49
9.04,15.21
1.06,9.00
-0.90,2.51
-3.78,2.65
5.40,2.30
-4.11,-2.73
-9.30,-10.59
4.25,11.70
5.93,14.69
7.61,17.99
-5.35,-4.46
-4.90,-5.48
8.47,10.42
-8.06,-12.81
-3.82,-1.86
8.33,17.27
-2.44,4.02
8.21,17.77
-1.88,4.05
3.23,12.28
5.79,13.65
-9.62,-5.36
-6.79,-5.05
9.09,17.52
-2.73,-0.09
4.79,13.51
7.80,13.55
2.56,4.78
8.18,11.05
9.88,15.75
8.64,15.35
-7.84,-3.52
-6.73,-12.86
-9.79,-10.41
-2.80,3.29
-0.29,0.29
5.24,11.91
-4.20,-4.45
-4.92,-3.87
4.98,8.91
2.73,6.53
2.48,8.61
6.09,6.24
7.78,14.22
-5.19,-5.93
-1.55,0.37
3.40,8.52
0.93,1.53
-9.08,-10.41
4.21,8.48
-9.26,-14.72
6.68,9.51
1.66,9.39
7.03,14.61
0.86,4.55
-5.29,-2.20
-4.08,-4.76
-3.92,-6.57
-9.55,-5.65
3.86,8.58
-9.13,-14.49
7.47,16.12
-0.39,6.01
3.29,8.11
-5.89,-1.21
-4.35,1.41
1.25,3.94
-9.89,-16.41
2.97,7.66
0.78,1.77
4.08,3.86
9.00,15.59
-1.23,-5.46
6.86,11.78
-1.81,4.03
-2.47,0.18
-2.98,-1.59
1.15,0.89
2.72,8.38
2.44,10.25
-6.35,-5.94
-6.78,-9.63
1.66,5.95
-2.34,-2.15
-9.97,-13.80
-6.15,-9.09
-8.61,-12.49
-7.61,-7.11
6.76,8.20
-9.36,-14.13
-3.53,-5.98
-6.17,-9.69
-7.99,-7.54
0.21,3.92
5.35,13.93
9.54,10.68
7.80,19.67
7.19,12.76
7.98,20.38
-6.95,-5.91
-4.37,-5.90
1.90,5.12
8.72,15.66
-3.36,-0.48
0.32,2.49
-4.67,-4.36
0.39,3.73
-5.97,-4.96
3.72,9.66
5.93,12.15
-7.18,-5.05
8.81,12.90
5.35,10.90
-9.87,-7.32
1.04,8.85
0.12,3.09
-2.10,0.56
-3.88,-1.69
1.38,0.83
-8.14,-8.23
9.58,16.87
-5.61,-8.71
1.78,5.55
-6.88,-6.93
-0.84,-0.70
2.73,4.79
-0.45,0.51
6.28,14.41
9.89,9.67
0.19,4.37
9.30,21.12
-2.24,-1.92
-1.18,7.74
-2.26,-0.12
0.80,6.04
1.02,10.26
9.50,18.78
5.53,10.55
8.11,19.60
-6.87,-2.90
6.81,10.24
-9.13,-6.76
-6.88,-10.35
5.96,10.97
-7.77,-10.23
-5.84,-5.76
9.46,10.55
0.02,1.42
3.62,10.99
-5.48,-2.07
2.20,7.64
-7.06,-6.42
-8.90,-10.69
-9.01,-13.24
-3.44,-5.29
0.38,9.70
-4.67,-4.38
-2.25,-3.29
-4.12,-0.55
-4.72,-1.83
0.63,-0.82
-5.62,-12.12
-4.18,-8.62
-5.68,-5.41
9.64,17.92
-8.93,-7.38
-6.03,-7.60
-1.96,-1.45
2.42,6.00
-4.45,-1.14
2.00,3.17
7.50,17.93
6.04,11.59
3.30,9.88
6.94,12.51
6.48,9.61
-5.77,2.25
-4.99,-7.27
5.36,13.96
1.61,11.04
-6.21,0.21
-9.04,-17.85
-4.31,-7.34
-2.27,1.41
0.68,1.40
8.27,14.99
-5.52,-2.48
3.14,9.43
4.97,7.66
-1.64,1.31
1.36,3.81
0.11,5.22
-0.59,8.51
-8.58,-10.90
-2.64,2.76
7.41,10.10
3.39,3.60
-7.86,-11.56
0.54,1.32
0.53,7.17
6.53,11.00
4.33,9.55
1.92,7.35
-3.16,-4.01
7.72,19.95
-2.82,-2.40
3.40,5.83
4.23,14.82
-4.34,-1.81
0.90,3.20
-5.93,-6.57
8.74,16.73
-2.35,-1.92
-9.82,-11.73
-5.56,-4.25
-3.45,0.93
9.50,21.43
4.54,8.73
5.82,10.23
7.25,16.20
5.47,6.32
-1.08,6.73
3.85,11.19
4.11,10.13
6.69,11.81
0.17,2.55
-7.44,-5.29
-6.94,-6.81
-8.85,-9.01
-1.88,4.44
-1.67,-2.31
4.55,14.54
-7.41,-9.33
7.20,19.28
-0.18,4.72
-3.04,-9.48
9.09,22.66
-7.84,-13.49
0.24,3.23
2.92,7.07
-1.09,1.77
5.13,9.62
7.69,13.90
-8.18,-5.92
-0.63,3.63
8.36,12.49
-5.69,-6.09
9.53,25.04
3.26,4.70
-4.04,5.01
-8.50,-8.93
6.44,8.83
-2.57,-6.46
4.68,7.96
-6.08,-8.06
9.03,14.62
-9.30,-9.92
-3.52,-2.09
-2.00,2.87
-8.09,-10.09
9.73,21.54
7.62,14.20
-8.96,-6.71
-8.56,-8.24
-6.46,-1.07
4.50,9.22
7.85,17.97
-2.62,-10.77
1.91,10.82
-8.55,-5.36
8.37,20.73
7.51,16.44
-5.75,-3.29
6.85,7.70
9.83,14.15
5.85,13.86
8.76,16.67
-2.00,-2.63
-8.08,-12.58
6.12,9.22
9.17,15.33
4.61,6.38
-5.42,-5.99
-8.36,-5.14
-7.70,-9.71
-5.25,-8.40
-7.30,-2.46
0.29,2.86
8.87,11.34
-8.62,-11.65
-9.05,-12.23
-3.40,-1.43
7.68,9.90
-6.42,-9.18
-1.08,0.42
0.08,1.57
-1.79,4.60
-2.10,0.29
-8.78,-12.05
5.51,9.42
-2.61,-5.67
4.01,12.88
-8.40,-8.97
-1.04,-1.39
-5.61,-7.83
-2.56,-2.46
-4.86,-4.27
3.85,6.57
-3.74,0.75
9.96,18.15
2.77,-0.91
-3.03,0.66
1.75,2.02
-3.56,1.36
-6.23,-5.99
-1.39,-3.25
9.43,13.89
0.30,3.48
8.86,12.14
-0.75,-1.04
5.16,9.79
6.87,11.07
9.97,18.48
9.03,17.47
3.12,9.76
-0.29,3.03
-0.72,-1.24
-0.88,1.55
9.31,15.23
-9.82,-12.49
-2.97,-0.93
7.18,17.19
-9.98,-18.24
-3.81,0.72
7.69,17.62
-0.04,1.56
-5.84,-1.99
8.92,15.62
2.89,8.89
-9.99,-6.50
-1.96,-0.01
1.54,6.36
5.23,14.05
-7.92,-2.51
3.34,11.29
-9.45,-12.09
-7.02,-4.22
-1.55,2.58
0.06,3.60
-4.36,-1.32
4.53,10.01
8.21,12.11
-5.73,-10.31
7.88,18.58
7.64,15.93
-2.27,-0.96
6.39,20.63
-3.67,-3.13
-8.49,-10.20
-3.81,-1.66
-4.40,4.14
-5.21,-1.42
-6.37,-6.63
8.71,21.90
-8.24,-9.17
-1.58,5.54
-0.39,0.77
-0.89,2.40
-4.88,2.80
-7.96,-9.04
7.36,5.52
-4.48,-4.97
-6.24,-6.42
7.77,16.54
-2.98,-7.43
-8.68,-8.72
6.88,13.67
-1.19,-1.22
2.06,7.68
5.24,10.75
1.07,6.25
-3.33,-1.73
-1.45,-1.91
7.07,10.74
8.87,19.43
4.26,11.57
1.51,7.64
9.21,20.15
-2.76,-3.70
-0.65,-4.26
-7.25,-2.89
2.65,7.01
-1.20,2.01
3.48,8.30
-0.22,1.74
-4.21,-8.17
1.85,5.91
-3.15,-0.28
-6.84,-8.53
-1.62,-1.42
8.86,16.23
-3.80,-4.90
-1.36,4.16
-2.84,-3.46
-5.38,-3.84
-4.91,-1.23
5.19,11.18
0.50,5.27
-8.02,-5.50
-0.20,6.68
8.12,19.56
-4.23,-5.58
1.36,-0.82
6.65,14.66
0.68,1.09
2.78,4.93
-3.49,-1.84
-0.98,5.50
-3.44,-0.36
0.21,2.51
-0.04,4.23
-5.73,-9.71
-9.48,-11.68
7.24,18.45
-2.58,-1.54
-1.27,-2.72
-1.20,3.60
-1.14,4.55
4.43,9.73
1.30,5.74
-7.61,-15.66
4.16,10.70
8.15,9.42
6.38,12.38
-6.28,-5.89
6.58,11.94
-6.65,-9.75
-4.04,-4.65
-1.88,-1.27
0.51,0.90
-4.29,-6.81
8.72,12.29
7.89,16.61
-2.02,-0.05
-3.02,-4.32
7.06,3.95
5.14,8.71
7.15,5.40
6.95,7.74
-2.75,-0.31
6.92,11.95
-0.52,3.67
1.53,4.60
6.10,11.65
3.62,9.25
3.52,9.65
5.21,16.20
-4.47,-6.99
-6.77,-3.18
0.58,-1.40
-7.31,-9.24
-0.61,5.20
4.86,7.59
6.15,13.96
-0.85,-2.96
4.67,12.33
-6.82,-17.17
-9.55,-14.86
9.65,17.48
1.15,3.18
4.29,6.41
2.00,8.68
-4.44,-4.35
-4.98,-3.43
-9.23,-15.29
-5.96,-5.55
7.09,14.28
-2.52,-5.26
-6.78,-15.17
-5.59,-7.93
-3.30,-4.54
-9.84,-9.06
8.32,14.46
7.27,13.57
9.36,17.46
-6.41,-7.86
0.31,5.20
-6.52,-8.95
-7.79,-14.13
-2.53,-5.77
-5.81,-6.01
-4.13,-6.60
-8.23,-15.51
-1.68,4.37
-7.76,-9.84
-2.89,0.95
8.56,17.31
-9.27,-11.41
3.52,8.16
-8.58,-8.45
-7.19,-8.92
6.42,14.78
-6.20,-4.75
-7.24,-14.46
-1.73,1.05
0.03,2.88
-3.18,-2.57
-6.57,-4.29
-6.17,-3.75
0.87,5.74
4.96,17.23
4.76,11.26
-1.62,-3.35
-7.09,-10.30
-1.98,7.30
-8.12,-9.90
7.63,10.91
-4.77,-2.23
-8.47,-11.67
6.29,13.51
-1.07,6.07
-7.73,-7.41
-3.62,3.65
-9.77,-12.85
2.39,9.50
-0.61,1.30
7.87,14.97
3.14,15.46
-1.76,5.89
5.94,13.20
2.88,14.92
5.91,11.61
6.06,15.53
6.03,11.86
-1.20,3.09
-1.44,4.78
5.93,5.64
2.69,4.74
6.12,13.15
1.12,5.01
-6.60,-7.25
-4.89,-1.22
8.26,13.28
-8.31,-18.96
7.94,18.49
3.48,5.82
7.34,8.94
1.69,0.90
-2.04,-0.93
6.59,9.48
4.27,13.64
-0.11,4.46
-8.82,-9.72
9.31,22.15
2.33,6.44
2.40,8.30
1.24,7.05
6.52,20.14
3.25,9.55
9.10,18.77
-9.19,-13.02
3.36,11.37
8.60,18.22
9.12,9.31
-1.15,3.78
-8.57,-9.14
-4.75,-0.31
-0.14,5.79
2.04,5.61
-1.16,5.20
7.61,17.99
-4.84,-5.67
8.60,17.63
1.90,7.47
-8.50,-8.84
0.54,6.42
-7.31,-13.00
0.18,5.82
-5.24,-6.94
3.14,9.10
-4.72,-7.43
-8.39,-11.73
-1.04,4.99
2.91,4.76
-5.72,-7.17
-2.77,0.07
-3.56,-6.23
-3.05,0.99
-0.55,2.33
-9.74,-23.27
9.18,15.25
-1.37,0.12
-4.78,-5.28
-1.24,0.11
9.92,23.31
-9.20,-13.02
-1.41,-2.51
6.26,10.74
-1.37,4.92
2.49,11.61
-5.12,-7.92
8.78,19.46
-8.43,-8.29
4.52,8.69
7.27,13.56
8.18,14.17
-7.79,-13.10
-6.04,-9.15
-0.82,0.30
5.04,9.46
-6.74,-7.94
7.67,11.08
3.64,3.45
2.75,8.81
7.64,21.84
-1.91,3.73
1.64,10.81
5.47,9.68
5.14,12.68
0.90,-1.94
-8.13,-9.25
-0.56,6.27
-6.87,-6.00
-2.81,2.76
-0.55,5.08
2.27,6.69
3.07,1.03
3.60,6.48
-7.25,-6.17
-5.29,-5.08
9.25,14.63
-7.01,-11.41
9.15,18.00
3.01,7.24
9.17,17.77
7.31,8.11
4.53,13.36
3.27,5.47
5.03,9.33
-7.35,-9.56
-6.34,-2.47
7.55,17.18
-5.32,-4.39
5.91,11.09
3.52,5.54
5.62,11.56
1.92,4.86
2.77,1.55
6.46,14.90
-9.55,-6.22
3.93,13.08
8.58,14.60
-4.35,1.09
4.17,3.51
-5.82,-3.21
-6.03,-9.16
0.66,3.99
0.11,0.62
-7.15,-2.77
1.48,3.95
-0.13,-0.16
-7.24,-8.85
7.34,16.38
2.32,4.73
9.54,12.25
-2.14,-3.15
0.91,-0.34
9.57,20.74
4.59,14.35
-6.08,-7.65
0.45,3.21
9.84,17.34
-2.25,5.44
-8.47,-8.55
-6.36,0.58
-7.17,-10.98
8.90,12.02
-1.67,0.02
-5.15,-1.79
8.21,19.85
6.06,13.77
8.23,13.47
-6.71,-8.41
-7.24,-1.08
-6.85,-7.16
6.52,11.22
-1.29,-1.88
5.97,13.39
3.80,1.46
2.22,4.88
-1.90,-3.87
5.93,10.19
8.36,17.77
8.16,15.35
-4.91,-2.48
4.43,10.09
-6.79,-4.62
5.28,12.58
-9.52,-18.35
-7.78,-9.11
-3.46,3.26
-9.36,-16.74
-1.37,-2.47
6.63,5.67
9.11,21.95
-4.43,-5.75
9.39,16.10
9.82,14.92
-1.11,-0.48
6.51,9.18
4.02,10.27
0.68,1.32
-5.27,-3.79
-7.61,-4.66
-7.65,-11.57
8.39,23.67
6.50,12.25
-6.96,-9.35
9.62,19.91
2.00,8.56
2.58,4.63
-1.54,0.17
-1.92,-0.59
2.17,7.35
2.99,11.19
-5.32,-5.99
1.69,3.45
-0.30,0.93
4.20,7.97
8.22,10.17
8.99,15.97
8.87,20.49
-3.61,-6.50
-1.45,8.37
5.18,2.85
-3.98,-6.34
6.91,19.21
-7.72,-2.22
3.92,11.39
1.37,5.20
-4.37,-4.07
-9.66,-12.33
2.16,6.37
2.96,10.31
4.08,9.81
9.67,18.33
-3.35,-0.67
6.31,12.69
-0.46,-1.13
-9.18,-12.81
-3.04,3.86
5.72,5.55
-6.14,-3.67
9.86,16.26
-4.86,-0.45
3.23,1.49
-1.30,0.46
1.36,4.88
-2.46,0.47
0.12,1.48
-6.63,-6.99
1.67,3.74
-0.58,6.16
5.44,17.21
1.71,7.71
-7.27,-6.65
-1.56,-1.11
9.52,17.95
0.01,3.30
-2.60,1.45
-2.69,-4.48
-3.93,3.63
8.88,15.23
2.76,5.18
8.52,20.54
3.36,3.40
9.73,20.97
-9.27,-11.66
-7.41,-3.75
-4.81,-1.73
-5.64,-2.36
3.69,7.61
-6.92,-3.82
-0.73,5.42
6.45,15.13
-0.03,4.54
-9.85,-9.58
2.30,3.29
